Taxon,TSN,Collecting,Calflora-Records,Common Name,Dispersal,Lifeform,Status,Family,start-bloom,end-bloom,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,,,,,,,,
Lomatium lucidum,,,22 records,Shiny lomatium,,Perennial herb,native,APIACEAE,Apr,May,,,,X,X,,,,,,,,,,,,,,,
Lomatium utriculatum,,,11 records,Hog fennel,,Perennial herb,native,APIACEAE,Apr,May,,,,X,X,,,,,,,,,,,,,,,
Lomatium vaginatum,,,2 records,Sheathed lomatium,,Perennial herb,native,APIACEAE,Mar,Jun,,,X,X,X,X,,,,,,,,,,,,,,
Lonicera hispidula,,,9 records,Pink honeysuckle,,"Vine, Shrub",native,CAPRIFOLIACEAE,Apr,Jul,,,,X,X,X,X,,,,,,,,,,,,,
Lonicera subspicata var. denudata,,,43 records,Johnston's honeysuckle,,Shrub,native,CAPRIFOLIACEAE,May,Aug,,,,,X,X,X,X,,,,,,,,,,,,
Lonicera subspicata var. subspicata,,,1 record,Southern honeysuckle,,Shrub,native,CAPRIFOLIACEAE,May,Aug,,,,,X,X,X,X,,,,,,,,,,,,
Ludwigia peploides ssp. peploides,,,8 records,Floating water primrose,,Perennial herb,native,ONAGRACEAE,Jun,Oct,,,,,,X,X,X,X,X,,,,,,,,,,
Lupinus albifrons,,,7 records,Silver bush lupine,,Shrub,native,FABACEAE,Feb,May,,X,X,X,X,,,,,,,,,,,,,,,
Lupinus albifrons var. albifrons,,,3 records,Silver bush lupine,,Shrub,native,FABACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Lupinus arboreus,,,3 records,Coastal bush lupine,,Shrub,native,FABACEAE,Apr,Jun,,,,X,X,X,,,,,,,,,,,,,,
Lupinus chamissonis,,,1 record,Beach blue lupine,,Shrub,native,FABACEAE,Apr,May,,,,X,X,,,,,,,,,,,,,,,
Lupinus concinnus,,,16 records,Bajada lupine,,Annual herb,native,FABACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Lupinus excubitus,,,2 records,Grape lupine,,Shrub,native,FABACEAE,Apr,May,,,,X,X,,,,,,,,,,,,,,,
Lupinus excubitus var. hallii,,,7 records,Hall's bush lupine,,Shrub,native,FABACEAE,Mar,Apr,,,X,X,,,,,,,,,,,,,,,,
Lupinus excubitus var. johnstonii,,,1 record,Interior bush lupine,,Shrub,native,FABACEAE,May,Jul,,,,,X,X,X,,,,,,,,,,,,,
Lupinus formosus,,,2 records,Western lupine,,Perennial herb,native,FABACEAE,Jan,Dec,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
Lupinus formosus var. formosus,,,1 record,Western lupine,,Perennial herb,native,FABACEAE,Mar,Jun,,,X,X,X,X,,,,,,,,,,,,,,
Lupinus hirsutissimus,,,62 records,Stinging lupine,,Annual herb,native,FABACEAE,Apr,Jul,,,,X,X,X,X,,,,,,,,,,,,,
Lupinus latifolius,,,10 records,Broad leaf lupine,,Perennial herb,native,FABACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Lupinus longifolius,,,118 records,Long leaf bush lupine,,Shrub,native,FABACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Lupinus microcarpus,,,3 records,Chick lupine,,Annual herb,native,FABACEAE,Apr,Jul,,,,X,X,X,X,,,,,,,,,,,,,
Lupinus microcarpus var. densiflorus,,,1 record,Chick lupine,,Annual herb,native,FABACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Lupinus microcarpus var. microcarpus,,,3 records,Chick lupine,,Annual herb,native,FABACEAE,Jun,Oct,,,,,,X,X,X,X,X,,,,,,,,,,
Lupinus nanus,,,1 record,Valley sky lupine,,Annual herb,native,FABACEAE,May,Jul,,,,,X,X,X,,,,,,,,,,,,,
Lupinus sparsiflorus,,,42 records,Coulter's lupine,,Annual herb,native,FABACEAE,May,Jul,,,,,X,X,X,,,,,,,,,,,,,
Lupinus succulentus,,,73 records,Arroyo lupine,,Annual herb,native,FABACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Lupinus truncatus,,,59 records,Blunt leaved lupine,,Annual herb,native,FABACEAE,Jun,Oct,,,,,,X,X,X,X,X,,,,,,,,,,
Lycium andersonii,,,1 record,Anderson thornbush,,Shrub,native,SOLANACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Lycium californicum,,,2 records,California boxthorn,,Shrub,native,SOLANACEAE,Mar,Aug,,,X,X,X,X,X,X,,,,,,,,,,,,
Lyonothamnus floribundus,,,2 records,Island ironwood,,Tree,native,ROSACEAE,May,Jul,,,,,X,X,X,,,,,,,,,,,,,
Lythrum californicum,,,12 records,Common loosestrife,,Perennial herb,native,LYTHRACEAE,May,Oct,,,,,X,X,X,X,X,X,,,,,,,,,,
Madia elegans,,,13 records,Common madia,,Annual herb,native,ASTERACEAE,May,Aug,,,,,X,X,X,X,,,,,,,,,,,,
Madia exigua,,,3 records,Small tarweed,,Annual herb,native,ASTERACEAE,Jun,Sep,,,,,,X,X,X,X,,,,,,,,,,,
Madia gracilis,,,49 records,Gumweed,,Annual herb,native,ASTERACEAE,Apr,Jul,,,,X,X,X,X,,,,,,,,,,,,,
Madia sativa,,,3 records,Coastal tarweed,,Annual herb,native,ASTERACEAE,Apr,Jun,,,,X,X,X,,,,,,,,,,,,,,
Maianthemum stellatum,,,1 record,Starry false lily of the valley,,Perennial herb,native,RUSCACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Malacothamnus fasciculatus var. fasciculatus,,,6 records,Chaparral bush mallow,,Shrub,native,MALVACEAE,May,Jul,,,,,X,X,X,,,,,,,,,,,,,
Malacothamnus fasciculatus var. nuttallii,,,1 record,Nuttall's bush mallow,,Shrub,native,MALVACEAE,Apr,Jul,,,,X,X,X,X,,,,,,,,,,,,,
Malacothamnus fremontii,,,1 record,Fremont's bush mallow,,Shrub,native,MALVACEAE,Apr,Jul,,,,X,X,X,X,,,,,,,,,,,,,
Malacothrix clevelandii,,,6 records,Cleveland's malacothrix,,Annual herb,native,ASTERACEAE,Apr,Jul,,,,X,X,X,X,,,,,,,,,,,,,
Malacothrix saxatilis var. saxatilis,,,2 records,Cliff aster,,Perennial herb,native,ASTERACEAE,Mar,Sep,,,X,X,X,X,X,X,X,,,,,,,,,,,
Malacothrix saxatilis var. tenuifolia,,,54 records,Short leaved cliff aster,,Perennial herb,native,ASTERACEAE,Jan,Dec,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
Malvella leprosa,,,4 records,Alkali mallow,,Perennial herb,native,MALVACEAE,Apr,Oct,,,,X,X,X,X,X,X,X,,,,,,,,,,
Marah fabacea,,,2 records,California man-root,,"Perennial herb, Vine",native,CUCURBITACEAE,Mar,Apr,,,X,X,,,,,,,,,,,,,,,,
Matricaria discoidea,,,30 records,Pineapple weed,,Annual herb,native,ASTERACEAE,May,Sep,,,,,X,X,X,X,X,,,,,,,,,,,
Meconella denticulata,,,13 records,Small flowered meconella,,Annual herb,native,PAPAVERACEAE,Mar,Jun,,,X,X,X,X,,,,,,,,,,,,,,
Melica californica,,,11 records,California melic,,Perennial grass,native,POACEAE,Jun,Aug,,,,,,X,X,X,,,,,,,,,,,,
Melica frutescens,,,1 record,Tall melica,,Perennial grass,native,POACEAE,Feb,Mar,,X,X,,,,,,,,,,,,,,,,,
Mentha arvensis,,,2 records,American wild mint,,Perennial herb,native,LAMIACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Mentha canadensis,,,8 records,Wild mint,,Perennial herb,native,LAMIACEAE,Jul,Oct,,,,,,,X,X,X,X,,,,,,,,,,
Mentzelia affinis,,,,Yellow comet,,Annual herb,native,LOASACEAE,Apr,May,,,,X,X,,,,,,,,,,,,,,,
Mentzelia lindleyi,,,2 records,Lindley's blazing star,,Annual herb,native,LOASACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Mentzelia micrantha,,,55 records,Small flowered stickleaf,,Annual herb,native,LOASACEAE,Apr,Jun,,,,X,X,X,,,,,,,,,,,,,,
Mentzelia polita,,,1 record,Elegant blazing star,,Annual herb,native,LOASACEAE,Apr,May,,,,X,X,,,,,,,,,,,,,,,
Micranthes californica,,,14 records,Greene's saxifrage,,Perennial herb,native,SAXIFRAGACEAE,Mar,Apr,,,X,X,,,,,,,,,,,,,,,,
Micropus californicus,,,14 records,Q tips,,Annual herb,native,ASTERACEAE,Apr,May,,,,X,X,,,,,,,,,,,,,,,
Micropus californicus var. californicus,,,13 records,Slender cottonweed,,Annual herb,native,ASTERACEAE,Apr,May,,,,X,X,,,,,,,,,,,,,,,
Microseris douglasii,,,3 records,Douglas' microseris,,Annual herb,native,ASTERACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Microseris douglasii ssp. douglasii,,,4 records,Douglas' microseris,,Annual herb,native,ASTERACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Microseris douglasii ssp. tenella,,,2 records,Short scaled microseris,,Annual herb,native,ASTERACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Microsteris gracilis,,,4 records,Slender phlox,,Annual herb,native,POLEMONIACEAE,Feb,Jun,,X,X,X,X,X,,,,,,,,,,,,,,
Mimetanthe pilosa,,,17 records,Snouted monkey flower,,Annual herb,native,PHRYMACEAE,Apr,Oct,,,,X,X,X,X,X,X,X,,,,,,,,,,
Minuartia douglasii,,,2 records,Douglas' sandwort,,Annual herb,native,CARYOPHYLLACEAE,Mar,Apr,,,X,X,,,,,,,,,,,,,,,,
Minuartia pusilla,,,1 record,Annual sandwort,,Annual herb,native,CARYOPHYLLACEAE,Apr,Jun,,,,X,X,X,,,,,,,,,,,,,,
Mirabilis laevis,,,62 records,Desert wishbone bush,,Perennial herb,native,NYCTAGINACEAE,Feb,May,,X,X,X,X,,,,,,,,,,,,,,,
Mirabilis laevis var. crassifolia,,,43 records,California four o'clock,,Perennial herb,native,NYCTAGINACEAE,Dec,Jun,X,X,X,X,X,X,,,,,,X,,,,,,,,
Monardella breweri,,,2 records,Brewer's monardella,,Annual herb,native,LAMIACEAE,Jun,Aug,,,,,,X,X,X,,,,,,,,,,,,
Monardella breweri ssp. lanceolata,,,3 records,Mustang mint,,Annual herb,native,LAMIACEAE,Jun,Aug,,,,,,X,X,X,,,,,,,,,,,,
Monardella hypoleuca,,,8 records,White leaf monardella,,Perennial herb,native,LAMIACEAE,Jun,Aug,,,,,,X,X,X,,,,,,,,,,,,
Monardella hypoleuca ssp. hypoleuca,,,10 records,White leaf monardella,,Perennial herb,native,LAMIACEAE,Jun,Aug,,,,,,X,X,X,,,,,,,,,,,,
Monolopia lanceolata,,,14 records,Common monolopia,,Annual herb,native,ASTERACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Morella californica,,,8 records,California wax myrtle,,Shrub,native,MYRICACEAE,Jun,Jul,,,,,,X,X,,,,,,,,,,,,,
Muhlenbergia microsperma,,,31 records,Littleseed muhly,,Annual grass,native,POACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Muhlenbergia porteri,,,1 record,Porter's muhly,,Perennial grass,native,POACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Myriopteris covillei,,,6 records,Coville's lip fern,,Fern,native,PTERIDACEAE,,,,,,,,,,,,,,,,,,,,,,
Myriopteris newberryi,,,4 records,Newberry's lip fern,,Fern,native,PTERIDACEAE,,,,,,,,,,,,,,,,,,,,,,
Najas guadalupensis,,,1 record,Guadalupe water nymph,,Annual herb,native,HYDROCHARITACEAE,Jun,Aug,,,,,,X,X,X,,,,,,,,,,,,
Nasturtium officinale,,,439 records,Watercress,,Perennial herb (aquatic),native,BRASSICACEAE,May,Sep,,,,,X,X,X,X,X,,,,,,,,,,,
Navarretia atractyloides,,,2 records,Holly leaf navarretia,,Annual herb,native,POLEMONIACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Navarretia hamata,,,18 records,Hooked navarretia,,Annual herb,native,POLEMONIACEAE,May,Jul,,,,,X,X,X,,,,,,,,,,,,,
Navarretia hamata ssp. hamata,,,4 records,Hooked navarretia,,Annual herb,native,POLEMONIACEAE,May,Jul,,,,,X,X,X,,,,,,,,,,,,,
Navarretia hamata ssp. leptantha,,,1 record,Hooked navarretia,,Annual herb,native,POLEMONIACEAE,May,Jul,,,,,X,X,X,,,,,,,,,,,,,
Navarretia mellita,,,1 record,Skunk navarretia,,Annual herb,native,POLEMONIACEAE,Apr,Jun,,,,X,X,X,,,,,,,,,,,,,,
Navarretia mitracarpa,,,4 records,Paso robles navarretia,,Annual herb,native,POLEMONIACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Navarretia ojaiensis,,,8 records,Ojai navarretia,,Annual herb,native,POLEMONIACEAE,May,Jul,,,,,X,X,X,,,,,,,,,,,,,
Navarretia pubescens,,,5 records,Purple navarretia,,Annual herb,native,POLEMONIACEAE,May,Jul,,,,,X,X,X,,,,,,,,,,,,,
Nemacladus ramosissimus,,,9 records,Nuttall's nemacladus,,Annual herb,native,CAMPANULACEAE,Apr,May,,,,X,X,,,,,,,,,,,,,,,
Nemophila menziesii,,,13 records,Baby blue eyes,,Annual herb,native,BORAGINACEAE,Mar,Jun,,,X,X,X,X,,,,,,,,,,,,,,
Nemophila menziesii var. integrifolia,,,5 records,Baby blue eyes,,Annual herb,native,BORAGINACEAE,Feb,Jul,,X,X,X,X,X,X,,,,,,,,,,,,,
Nemophila menziesii var. menziesii,,,1 record,Baby blue eyes,,Annual herb,native,BORAGINACEAE,Mar,Jun,,,X,X,X,X,,,,,,,,,,,,,,
Nemophila pedunculata,,,4 records,Meadow nemophila,,Annual herb,native,BORAGINACEAE,Mar,Jun,,,X,X,X,X,,,,,,,,,,,,,,
Nicotiana clevelandii,,,2 records,Cleveland's tobacco,,Annual herb,native,SOLANACEAE,Mar,Jun,,,X,X,X,X,,,,,,,,,,,,,,
Nicotiana quadrivalvis,,,15 records,Indian tobacco,,Annual herb,native,SOLANACEAE,May,Oct,,,,,X,X,X,X,X,X,,,,,,,,,,
Nolina cismontana,,,3 records,Peninsular beargrass,,Shrub,native,RUSCACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Nolina parryi,,,1 record,Parry's nolina,,Perennial herb,native,RUSCACEAE,May,Jul,,,,,X,X,X,,,,,,,,,,,,,
Notholaena californica,,,9 records,California cloak fern,,Fern,native,PTERIDACEAE,,,,,,,,,,,,,,,,,,,,,,
Nuphar polysepala,,,1 record,Rocky mountain pond-lily,,Perennial herb (aquatic),native,NYMPHAEACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Nuttallanthus canadensis,,,7 records,Canada toadflax,,"Annual, Biennial herb",native,SCROPHULARIACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Nuttallanthus texanus,,,7 records,Blue toadflax,,"Annual, Perennial herb",native,PLANTAGINACEAE,,,,,,,,,,,,,,,,,,,,,,
Oenothera elata,,,4 records,Evening primrose,,Perennial herb,native,ONAGRACEAE,Jun,Sep,,,,,,X,X,X,X,,,,,,,,,,,
Oenothera elata ssp. hirsutissima,,,1 record,Evening primrose,,Perennial herb,native,ONAGRACEAE,Jun,Sep,,,,,,X,X,X,X,,,,,,,,,,,
Oenothera suffrutescens,,,3 records,"Wild honeysuckle, linda tarde",,Perennial herb,native,ONAGRACEAE,Jun,Sep,,,,,,X,X,X,X,,,,,,,,,,,
Oenothera villosa,,,1 record,Hairy evening primrose,,Perennial herb,native,ONAGRACEAE,Jun,Sep,,,,,,X,X,X,X,,,,,,,,,,,
Oenothera villosa ssp. strigosa,,,1 record,Hairy evening primrose,,Perennial herb,native,ONAGRACEAE,Apr,Jun,,,,X,X,X,,,,,,,,,,,,,,
Oligomeris linifolia,,,1 record,Leaved cambess,,Annual herb,native,RESEDACEAE,Feb,Jul,,X,X,X,X,X,X,,,,,,,,,,,,,
Opuntia basilaris,,,1 record,Beavertail,,Shrub (stem succulent),native,CACTACEAE,Apr,Jun,,,,X,X,X,,,,,,,,,,,,,,
Opuntia engelmannii,,,,Cactus apple,,Shrub,native,CACTACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Opuntia littoralis,,,25 records,Prickly pear,,Shrub (stem succulent),native,CACTACEAE,Apr,Jun,,,,X,X,X,,,,,,,,,,,,,,
Opuntia oricola,,,8 records,Chaparral pricklypear,,Shrub (stem succulent),native,CACTACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Opuntia Xoccidentalis,,,1 record,Western prickly pear,,Shrub (stem succulent),native,CACTACEAE,,,,,,,,,,,,,,,,,,,,,,
Orobanche californica,,,1 record,California orobanche,,Perennial herb (parasitic),native,OROBANCHACEAE,May,Aug,,,,,X,X,X,X,,,,,,,,,,,,
Orobanche parishii,,,2 records,Parish's broom rape,,Perennial herb (parasitic),native,OROBANCHACEAE,Apr,Oct,,,,X,X,X,X,X,X,X,,,,,,,,,,
Osmadenia tenella,,,,Osmadenia,,Annual herb,native,ASTERACEAE,May,Jul,,,,,X,X,X,,,,,,,,,,,,,
Osmorhiza brachypoda,,,12 records,California sweet cicely,,Perennial herb,native,APIACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Oxalis californica,,,39 records,Californica wood sorrel,,Perennial herb,native,OXALIDACEAE,Feb,Jun,,X,X,X,X,X,,,,,,,,,,,,,,
Packera breweri,,,8 records,Brewer's ragwort,,Perennial herb,native,ASTERACEAE,Apr,May,,,,X,X,,,,,,,,,,,,,,,
Paeonia californica,,,106 records,California peony,,Perennial herb,native,PAEONIACEAE,Feb,Apr,,X,X,X,,,,,,,,,,,,,,,,
Panicum capillare,,,1 record,Old witch grass,,Annual grass,native,POACEAE,Feb,Dec,,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
Papaver californicum,,,40 records,Fire poppy,,Annual herb,native,PAPAVERACEAE,Apr,May,,,,X,X,,,,,,,,,,,,,,,
Papaver heterophyllum,,,15 records,Wind poppy,,Annual herb,native,PAPAVERACEAE,Apr,May,,,,X,X,,,,,,,,,,,,,,,
Parietaria hespera,,,8 records,Pelitory,,Annual herb,native,URTICACEAE,Feb,Jun,,X,X,X,X,X,,,,,,,,,,,,,,
Parietaria hespera var. californica,,,3 records,California pellitory,,Annual herb,native,URTICACEAE,Feb,Jun,,X,X,X,X,X,,,,,,,,,,,,,,
Parietaria hespera var. hespera,,,5 records,Pellitory,,Annual herb,native,URTICACEAE,Feb,Jun,,X,X,X,X,X,,,,,,,,,,,,,,
Paspalum distichum,,,9 records,Knot grass,,Perennial grass,native,POACEAE,Aug,Sep,,,,,,,,X,X,,,,,,,,,,,
Pectocarya linearis,,,5 records,Sagebrush combseed,,Annual herb,native,BORAGINACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Pectocarya linearis ssp. ferocula,,,12 records,Slender comb seed,,Annual herb,native,BORAGINACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Pectocarya penicillata,,,1 record,Winged pectocarya,,Annual herb,native,BORAGINACEAE,Mar,Jun,,,X,X,X,X,,,,,,,,,,,,,,
Pedicularis densiflora,,,32 records,Indian warrior,,Perennial herb,native,OROBANCHACEAE,Jan,Apr,X,X,X,X,,,,,,,,,,,,,,,,
Pellaea andromedifolia,,,105 records,Coffee fern,,Fern,native,PTERIDACEAE,,,,,,,,,,,,,,,,,,,,,,
Pellaea mucronata,,,45 records,Bird's foot fern,,Fern,native,PTERIDACEAE,,,,,,,,,,,,,,,,,,,,,,
Pellaea mucronata var. mucronata,,,29 records,Bird's foot fern,,Fern,native,PTERIDACEAE,,,,,,,,,,,,,,,,,,,,,,
Penstemon heterophyllus,,,39 records,Foothill penstemon,,Perennial herb,native,PLANTAGINACEAE,,,,,,,,,,,,,,,,,,,,,,
Penstemon heterophyllus var. australis,,,38 records,Southern foothill penstemon,,Perennial herb,native,PLANTAGINACEAE,Apr,Jul,,,,X,X,X,X,,,,,,,,,,,,,
Penstemon heterophyllus var. heterophyllus,,,3 records,Foothill penstemon,,Perennial herb,native,PLANTAGINACEAE,Jul,Aug,,,,,,,X,X,,,,,,,,,,,,
Penstemon speciosus,,,5 records,Showy penstemon,,Perennial herb,native,PLANTAGINACEAE,Apr,Jun,,,,X,X,X,,,,,,,,,,,,,,
Penstemon spectabilis,,,30 records,Showy penstemon,,Perennial herb,native,PLANTAGINACEAE,May,Jul,,,,,X,X,X,,,,,,,,,,,,,
Penstemon spectabilis var. subviscosus,,,25 records,Showy penstemon,,Perennial herb,native,PLANTAGINACEAE,May,Jul,,,,,X,X,X,,,,,,,,,,,,,
Penstemon Xparishii,,,4 records,Hybrid beardtongue,,Perennial herb,native,PLANTAGINACEAE,Apr,Jun,,,,X,X,X,,,,,,,,,,,,,,
Pentachaeta lyonii,,,34 records,Lyon's pentachaeta,,Annual herb,native,ASTERACEAE,Mar,Aug,,,X,X,X,X,X,X,,,,,,,,,,,,
Pentagramma triangularis,,,80 records,Gold back fern,,Fern,native,PTERIDACEAE,,,,,,,,,,,,,,,,,,,,,,
Pentagramma triangularis ssp. triangularis,,,59 records,Gold back fern,,Fern,native,PTERIDACEAE,,,,,,,,,,,,,,,,,,,,,,
Peritoma arborea var. arborea,,,4 records,Bladderpod,,Shrub,native,CLEOMACEAE,Jan,Dec,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
Peritoma arborea var. globosa,,,,Bladderpod,,Shrub,native,CLEOMACEAE,Oct,Jul,X,X,X,X,X,X,X,,,X,X,X,,,,,,,,
Perityle emoryi,,,29 records,Emory's rock daisy,,Annual herb,native,ASTERACEAE,Jan,Jun,X,X,X,X,X,X,,,,,,,,,,,,,,
Persicaria amphibia,,,8 records,Water smartweed,,Perennial herb (aquatic),native,POLYGONACEAE,Aug,Nov,,,,,,,,X,X,X,X,,,,,,,,,
Persicaria lapathifolia,,,7 records,Common knotweed,,Annual herb,native,POLYGONACEAE,Jul,Nov,,,,,,,X,X,X,X,X,,,,,,,,,
Persicaria punctata,,,2 records,Dotted smartweed,,Perennial herb,native,POLYGONACEAE,Jul,Oct,,,,,,,X,X,X,X,,,,,,,,,,
Petunia parviflora,,,6 records,Wild petunia,,Annual herb,native,SOLANACEAE,Apr,Aug,,,,X,X,X,X,X,,,,,,,,,,,,
Phacelia affinis,,,1 record,Limestone phacelia,,Annual herb,native,BORAGINACEAE,May,Aug,,,,,X,X,X,X,,,,,,,,,,,,
Phacelia brachyloba,,,28 records,Short lobed phacelia,,Annual herb,native,BORAGINACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Phacelia cicutaria,,,84 records,Caterpillar phacelia,,Annual herb,native,BORAGINACEAE,Mar,Jun,,,X,X,X,X,,,,,,,,,,,,,,
Phacelia cicutaria var. cicutaria,,,2 records,Caterpillar phacelia,,Annual herb,native,BORAGINACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Phacelia cicutaria var. hispida,,,60 records,Caterpillar phacelia,,Annual herb,native,BORAGINACEAE,Feb,Jun,,X,X,X,X,X,,,,,,,,,,,,,,
Phacelia ciliata,,,1 record,Great valley phacelia,,Annual herb,native,BORAGINACEAE,Feb,May,,X,X,X,X,,,,,,,,,,,,,,,
Phacelia distans,,,38 records,Common phacelia,,Annual herb,native,BORAGINACEAE,Apr,Jun,,,,X,X,X,,,,,,,,,,,,,,
Phacelia douglasii,,,1 record,Douglas' phacelia,,Annual herb,native,BORAGINACEAE,Feb,Apr,,X,X,X,,,,,,,,,,,,,,,,
Phacelia egena,,,12 records,Rock phacelia,,Perennial herb,native,BORAGINACEAE,Mar,Jun,,,X,X,X,X,,,,,,,,,,,,,,
Phacelia hubbyi,,,10 records,Hubby's phacelia,,Annual herb,native,BORAGINACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Phacelia imbricata,,,7 records,Imbricate phacelia,,Perennial herb,native,BORAGINACEAE,Mar,Jun,,,X,X,X,X,,,,,,,,,,,,,,
Phacelia imbricata ssp. imbricata,,,5 records,Imbricate phacelia,,Perennial herb,native,BORAGINACEAE,Apr,May,,,,X,X,,,,,,,,,,,,,,,
Phacelia imbricata var. patula,,,1 record,Imbricate phacelia,,Perennial herb,native,BORAGINACEAE,Feb,Apr,,X,X,X,,,,,,,,,,,,,,,,
Phacelia longipes,,,1 record,Long stalk phacelia,,Annual herb,native,BORAGINACEAE,Mar,Jun,,,X,X,X,X,,,,,,,,,,,,,,
Phacelia minor,,,10 records,Wild canterbury bells,,Annual herb,native,BORAGINACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Phacelia ramosissima,,,49 records,Branching phacelia,,Perennial herb,native,BORAGINACEAE,Mar,Aug,,,X,X,X,X,X,X,,,,,,,,,,,,
Phacelia ramosissima var. austrolitoralis,,,9 records,South coast branching phacelia,,Perennial herb,native,BORAGINACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Phacelia tanacetifolia,,,15 records,Tansy leafed phacelia,,Annual herb,native,BORAGINACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Phacelia viscida,,,83 records,Sticky phacelia,,Annual herb,native,BORAGINACEAE,Feb,Apr,,X,X,X,,,,,,,,,,,,,,,,
Phacelia viscida var. albiflora,,,1 record,Sticky phacelia,,Annual herb,native,BORAGINACEAE,Mar,Jun,,,X,X,X,X,,,,,,,,,,,,,,
Pholistoma auritum,,,70 records,Fiesta flower,,Annual herb,native,BORAGINACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Pholistoma auritum var. arizonicum,,,1 record,Arizona pholistoma,,Annual herb,native,BORAGINACEAE,Feb,May,,X,X,X,X,,,,,,,,,,,,,,,
Pholistoma auritum var. auritum,,,17 records,Blue fiesta flower,,Annual herb,native,BORAGINACEAE,Mar,Mar,,,X,,,,,,,,,,,,,,,,,
Pholistoma racemosum,,,4 records,San diego fiesta flower,,Annual herb,native,BORAGINACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Phoradendron leucarpum ssp. macrophyllum,,,29 records,Big leaf mistletoe,,Shrub (parasitic),native,VISCACEAE,,,,,,,,,,,,,,,,,,,,,,
Phoradendron leucarpum ssp. tomentosum,,,16 records,Mistletoe,,Shrub (parasitic),native,VISCACEAE,Dec,Mar,X,X,X,,,,,,,,,X,,,,,,,,
Phyla lanceolata,,,3 records,Lance leaf lippia,,Perennial herb,native,VERBENACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Phyla nodiflora,,,2 records,Common lippia,,Perennial herb,native,VERBENACEAE,May,Nov,,,,,X,X,X,X,X,X,X,,,,,,,,,
Phyllospadix scouleri,,,3 records,Scouler's surfgrass,,Perennial herb,native,ZOSTERACEAE,Apr,Jul,,,,X,X,X,X,,,,,,,,,,,,,
Phyllospadix torreyi,,,10 records,Surf grass,,Perennial herb,native,ZOSTERACEAE,May,Nov,,,,,X,X,X,X,X,X,X,,,,,,,,,
Pickeringia montana,,,20 records,Chaparral pea,,Shrub,native,FABACEAE,May,Aug,,,,,X,X,X,X,,,,,,,,,,,,
Pickeringia montana var. montana,,,7 records,Chaparral pea,,Shrub,native,FABACEAE,May,Aug,,,,,X,X,X,X,,,,,,,,,,,,
Pinus contorta,,,1 record,Lodgepole pine,,Tree,native,PINACEAE,Apr,May,,,,X,X,,,,,,,,,,,,,,,
Pinus coulteri,,,2 records,Coulter pine,,Tree,native,PINACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Pinus muricata,,,2 records,Bishop pine,,Tree,native,PINACEAE,,,,,,,,,,,,,,,,,,,,,,
Pinus radiata,,,5 records,Monterey pine,,Tree,native,PINACEAE,Jul,Aug,,,,,,,X,X,,,,,,,,,,,,
